order_id,date,day_of_week,hour,location,product,category,quantity,unit_price,unit_cost,discount_pct,gross_revenue,discount_amount,net_revenue,total_cost,profit
110335,2025-08-08,Friday,21,Airport Rd,Mozzarella Sticks,Appetizer,2,8.49,2.3,0.0,16.98,0.0,16.98,4.6,12.38
110336,2025-08-08,Friday,18,Airport Rd,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110336,2025-08-08,Friday,18,Airport Rd,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110337,2025-08-08,Friday,11,Airport Rd,Buffalo Chicken Wrap,Entree,2,9.99,3.4,0.15,19.98,2.997,16.983,6.8,10.183
110337,2025-08-08,Friday,11,Airport Rd,Onion Rings,Sides,2,5.49,1.4,0.15,10.98,1.647,9.333,2.8,6.533
110338,2025-08-08,Friday,14,Airport Rd,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110338,2025-08-08,Friday,14,Airport Rd,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110338,2025-08-08,Friday,14,Airport Rd,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110338,2025-08-08,Friday,14,Airport Rd,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110339,2025-08-08,Friday,18,Airport Rd,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110340,2025-08-08,Friday,20,Airport Rd,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110341,2025-08-08,Friday,20,Airport Rd,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110341,2025-08-08,Friday,20,Airport Rd,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110342,2025-08-08,Friday,20,Airport Rd,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110342,2025-08-08,Friday,20,Airport Rd,Brownie Sundae,Dessert,2,5.99,1.6,0.0,11.98,0.0,11.98,3.2,8.780000000000001
110343,2025-08-08,Friday,22,Airport Rd,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110344,2025-08-08,Friday,12,Airport Rd,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110344,2025-08-08,Friday,12,Airport Rd,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110344,2025-08-08,Friday,12,Airport Rd,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110345,2025-08-08,Friday,21,Airport Rd,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110345,2025-08-08,Friday,21,Airport Rd,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110345,2025-08-08,Friday,21,Airport Rd,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110345,2025-08-08,Friday,21,Airport Rd,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110346,2025-08-08,Friday,16,Airport Rd,Classic Wings (10pc),Wings,2,12.99,5.1,0.0,25.98,0.0,25.98,10.2,15.780000000000001
110346,2025-08-08,Friday,16,Airport Rd,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59
110347,2025-08-08,Friday,11,Airport Rd,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110347,2025-08-08,Friday,11,Airport Rd,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110347,2025-08-08,Friday,11,Airport Rd,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110348,2025-08-08,Friday,19,Airport Rd,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110348,2025-08-08,Friday,19,Airport Rd,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110348,2025-08-08,Friday,19,Airport Rd,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110349,2025-08-08,Friday,13,Airport Rd,Onion Rings,Sides,2,5.49,1.4,0.0,10.98,0.0,10.98,2.8,8.18
110349,2025-08-08,Friday,13,Airport Rd,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110349,2025-08-08,Friday,13,Airport Rd,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59
110350,2025-08-08,Friday,18,Airport Rd,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110350,2025-08-08,Friday,18,Airport Rd,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110351,2025-08-08,Friday,11,Airport Rd,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110351,2025-08-08,Friday,11,Airport Rd,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110351,2025-08-08,Friday,11,Airport Rd,Loaded Fries,Sides,2,6.49,1.7,0.0,12.98,0.0,12.98,3.4,9.58
110352,2025-08-08,Friday,20,Airport Rd,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110352,2025-08-08,Friday,20,Airport Rd,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110353,2025-08-08,Friday,11,Airport Rd,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110353,2025-08-08,Friday,11,Airport Rd,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110353,2025-08-08,Friday,11,Airport Rd,Fountain Soda,Beverage,2,2.99,0.35,0.0,5.98,0.0,5.98,0.7,5.28
110354,2025-08-08,Friday,18,Airport Rd,Draft Beer (16oz),Beverage,2,5.99,1.2,0.0,11.98,0.0,11.98,2.4,9.58
110354,2025-08-08,Friday,18,Airport Rd,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110355,2025-08-08,Friday,20,Airport Rd,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110356,2025-08-08,Friday,19,Airport Rd,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59
110356,2025-08-08,Friday,19,Airport Rd,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110356,2025-08-08,Friday,19,Airport Rd,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110357,2025-08-09,Saturday,21,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110357,2025-08-09,Saturday,21,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110357,2025-08-09,Saturday,21,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110358,2025-08-09,Saturday,19,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110358,2025-08-09,Saturday,19,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110358,2025-08-09,Saturday,19,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110359,2025-08-09,Saturday,21,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110360,2025-08-09,Saturday,12,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110360,2025-08-09,Saturday,12,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110361,2025-08-09,Saturday,16,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110361,2025-08-09,Saturday,16,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110362,2025-08-09,Saturday,22,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110363,2025-08-09,Saturday,19,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110364,2025-08-09,Saturday,19,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110364,2025-08-09,Saturday,19,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110365,2025-08-09,Saturday,12,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110366,2025-08-09,Saturday,18,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110366,2025-08-09,Saturday,18,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110367,2025-08-09,Saturday,19,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110368,2025-08-09,Saturday,21,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110368,2025-08-09,Saturday,21,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110368,2025-08-09,Saturday,21,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110369,2025-08-09,Saturday,21,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110369,2025-08-09,Saturday,21,Downtown,Grilled Chicken Salad,Entree,2,10.99,4.1,0.0,21.98,0.0,21.98,8.2,13.780000000000001
110369,2025-08-09,Saturday,21,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110370,2025-08-09,Saturday,21,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110370,2025-08-09,Saturday,21,Downtown,Draft Beer (16oz),Beverage,2,5.99,1.2,0.0,11.98,0.0,11.98,2.4,9.58
110371,2025-08-09,Saturday,18,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110371,2025-08-09,Saturday,18,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110371,2025-08-09,Saturday,18,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110371,2025-08-09,Saturday,18,Downtown,Loaded Nachos,Appetizer,2,10.49,3.6,0.0,20.98,0.0,20.98,7.2,13.780000000000001
110372,2025-08-09,Saturday,20,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.15,10.99,1.6485,9.3415,4.1,5.2415
110372,2025-08-09,Saturday,20,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.15,11.99,1.7985,10.1915,4.2,5.991499999999999
110373,2025-08-09,Saturday,18,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59
110374,2025-08-09,Saturday,19,Downtown,Mozzarella Sticks,Appetizer,2,8.49,2.3,0.15,16.98,2.547,14.433,4.6,9.833
110375,2025-08-09,Saturday,18,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110375,2025-08-09,Saturday,18,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110376,2025-08-09,Saturday,11,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110376,2025-08-09,Saturday,11,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110376,2025-08-09,Saturday,11,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110377,2025-08-09,Saturday,21,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110378,2025-08-09,Saturday,19,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110378,2025-08-09,Saturday,19,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110379,2025-08-09,Saturday,11,Downtown,Onion Rings,Sides,2,5.49,1.4,0.15,10.98,1.647,9.333,2.8,6.533
110379,2025-08-09,Saturday,11,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.15,10.49,1.5735,8.916500000000001,3.6,5.316500000000001
110379,2025-08-09,Saturday,11,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.15,5.99,0.8985,5.0915,1.6,3.4915
110380,2025-08-09,Saturday,11,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110381,2025-08-09,Saturday,19,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110382,2025-08-09,Saturday,19,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110382,2025-08-09,Saturday,19,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110383,2025-08-09,Saturday,17,Downtown,Fountain Soda,Beverage,2,2.99,0.35,0.0,5.98,0.0,5.98,0.7,5.28
110384,2025-08-09,Saturday,20,Downtown,Boneless Wings (10pc),Wings,2,11.99,4.2,0.0,23.98,0.0,23.98,8.4,15.58
110384,2025-08-09,Saturday,20,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110384,2025-08-09,Saturday,20,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110385,2025-08-09,Saturday,20,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110386,2025-08-09,Saturday,13,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110386,2025-08-09,Saturday,13,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110387,2025-08-09,Saturday,11,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110387,2025-08-09,Saturday,11,Downtown,Onion Rings,Sides,2,5.49,1.4,0.0,10.98,0.0,10.98,2.8,8.18
110387,2025-08-09,Saturday,11,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110388,2025-08-09,Saturday,15,Downtown,Classic Wings (10pc),Wings,2,12.99,5.1,0.0,25.98,0.0,25.98,10.2,15.780000000000001
110388,2025-08-09,Saturday,15,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110389,2025-08-09,Saturday,17,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110389,2025-08-09,Saturday,17,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110389,2025-08-09,Saturday,17,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110390,2025-08-09,Saturday,18,Downtown,Loaded Nachos,Appetizer,2,10.49,3.6,0.0,20.98,0.0,20.98,7.2,13.780000000000001
110391,2025-08-09,Saturday,19,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.15,5.99,0.8985,5.0915,1.6,3.4915
110391,2025-08-09,Saturday,19,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.15,9.99,1.4985,8.4915,3.4,5.0915
110392,2025-08-09,Saturday,18,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110392,2025-08-09,Saturday,18,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110393,2025-08-09,Saturday,14,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110393,2025-08-09,Saturday,14,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110393,2025-08-09,Saturday,14,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110393,2025-08-09,Saturday,14,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110394,2025-08-09,Saturday,19,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110395,2025-08-09,Saturday,19,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.15,11.99,1.7985,10.1915,4.2,5.991499999999999
110396,2025-08-09,Saturday,12,Downtown,Buffalo Chicken Wrap,Entree,2,9.99,3.4,0.0,19.98,0.0,19.98,6.8,13.18
110396,2025-08-09,Saturday,12,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110397,2025-08-09,Saturday,14,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.15,2.99,0.4485,2.5415,0.35,2.1915
110397,2025-08-09,Saturday,14,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.15,10.49,1.5735,8.916500000000001,3.6,5.316500000000001
110397,2025-08-09,Saturday,14,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.15,10.49,1.5735,8.916500000000001,3.6,5.316500000000001
110397,2025-08-09,Saturday,14,Downtown,Classic Burger,Entree,1,11.49,4.8,0.15,11.49,1.7235,9.7665,4.8,4.966500000000001
110398,2025-08-09,Saturday,20,Downtown,Classic Burger,Entree,1,11.49,4.8,0.15,11.49,1.7235,9.7665,4.8,4.966500000000001
110398,2025-08-09,Saturday,20,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.15,11.99,1.7985,10.1915,4.2,5.991499999999999
110398,2025-08-09,Saturday,20,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.15,6.49,0.9735,5.516500000000001,1.7,3.8165000000000004
110398,2025-08-09,Saturday,20,Downtown,Buffalo Chicken Wrap,Entree,2,9.99,3.4,0.15,19.98,2.997,16.983,6.8,10.183
110399,2025-08-09,Saturday,11,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110399,2025-08-09,Saturday,11,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110400,2025-08-09,Saturday,20,Downtown,Classic Burger,Entree,1,11.49,4.8,0.15,11.49,1.7235,9.7665,4.8,4.966500000000001
110400,2025-08-09,Saturday,20,Downtown,Onion Rings,Sides,1,5.49,1.4,0.15,5.49,0.8235,4.6665,1.4,3.2665
110401,2025-08-09,Saturday,21,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110401,2025-08-09,Saturday,21,Downtown,Fountain Soda,Beverage,2,2.99,0.35,0.0,5.98,0.0,5.98,0.7,5.28
110402,2025-08-09,Saturday,20,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59
110403,2025-08-09,Saturday,21,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110403,2025-08-09,Saturday,21,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001
110403,2025-08-09,Saturday,21,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110403,2025-08-09,Saturday,21,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110404,2025-08-09,Saturday,22,Downtown,Brownie Sundae,Dessert,2,5.99,1.6,0.0,11.98,0.0,11.98,3.2,8.780000000000001
110405,2025-08-09,Saturday,13,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110405,2025-08-09,Saturday,13,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79
110406,2025-08-09,Saturday,20,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110406,2025-08-09,Saturday,20,Downtown,Mozzarella Sticks,Appetizer,2,8.49,2.3,0.0,16.98,0.0,16.98,4.6,12.38
110406,2025-08-09,Saturday,20,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110406,2025-08-09,Saturday,20,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110407,2025-08-09,Saturday,15,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59
110408,2025-08-09,Saturday,12,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110409,2025-08-09,Saturday,20,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110410,2025-08-09,Saturday,15,Downtown,Mozzarella Sticks,Appetizer,2,8.49,2.3,0.0,16.98,0.0,16.98,4.6,12.38
110411,2025-08-09,Saturday,11,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
110411,2025-08-09,Saturday,11,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110411,2025-08-09,Saturday,11,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110412,2025-08-09,Saturday,19,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.15,12.99,1.9485,11.041500000000001,5.1,5.941500000000001
110412,2025-08-09,Saturday,19,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.15,6.49,0.9735,5.516500000000001,1.7,3.8165000000000004
110413,2025-08-09,Saturday,19,Downtown,Onion Rings,Sides,2,5.49,1.4,0.0,10.98,0.0,10.98,2.8,8.18
110413,2025-08-09,Saturday,19,Downtown,Fountain Soda,Beverage,2,2.99,0.35,0.0,5.98,0.0,5.98,0.7,5.28
110414,2025-08-09,Saturday,20,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.15,5.99,0.8985,5.0915,1.2,3.8914999999999997
110414,2025-08-09,Saturday,20,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.15,12.99,1.9485,11.041500000000001,5.1,5.941500000000001
110414,2025-08-09,Saturday,20,Downtown,Fountain Soda,Beverage,2,2.99,0.35,0.15,5.98,0.897,5.083,0.7,4.383
110414,2025-08-09,Saturday,20,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.15,5.99,0.8985,5.0915,1.2,3.8914999999999997
110415,2025-08-09,Saturday,18,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110415,2025-08-09,Saturday,18,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59
110416,2025-08-09,Saturday,17,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110416,2025-08-09,Saturday,17,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110416,2025-08-09,Saturday,17,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110416,2025-08-09,Saturday,17,Downtown,Loaded Nachos,Appetizer,2,10.49,3.6,0.0,20.98,0.0,20.98,7.2,13.780000000000001
110417,2025-08-09,Saturday,19,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001
110417,2025-08-09,Saturday,19,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001
110417,2025-08-09,Saturday,19,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110417,2025-08-09,Saturday,19,Downtown,Brownie Sundae,Dessert,2,5.99,1.6,0.0,11.98,0.0,11.98,3.2,8.780000000000001
110418,2025-08-09,Saturday,19,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.15,10.49,1.5735,8.916500000000001,3.6,5.316500000000001
110418,2025-08-09,Saturday,19,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.15,5.99,0.8985,5.0915,1.6,3.4915
110419,2025-08-09,Saturday,12,Downtown,Loaded Fries,Sides,2,6.49,1.7,0.0,12.98,0.0,12.98,3.4,9.58
110419,2025-08-09,Saturday,12,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64
110420,2025-08-09,Saturday,20,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110420,2025-08-09,Saturday,20,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69
110421,2025-08-09,Saturday,20,Downtown,Boneless Wings (10pc),Wings,2,11.99,4.2,0.0,23.98,0.0,23.98,8.4,15.58
110422,2025-08-09,Saturday,18,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09
110423,2025-08-09,Saturday,11,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110423,2025-08-09,Saturday,11,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19
110423,2025-08-09,Saturday,11,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79
110423,2025-08-09,Saturday,11,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79
110424,2025-08-09,Saturday,13,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001
